"PASSENGERS","ORIGIN","DEST",
3111.00,"SEA","YLW",
3111.00,"EWR","SAL",
3111.00,"MSP","CUN",
3111.00,"FLL","GUA",
3111.00,"ATL","BOG",
3112.00,"IAD","SVO",
3112.00,"MZT","LAX",
3112.00,"IAH","SIN",
3113.00,"BSB","MIA",
3113.00,"SEA","PVG",
3113.00,"PHX","SJO",
3113.00,"MIA","BSB",
3114.00,"IAH","ICN",
3114.00,"CDG","ORD",
3114.00,"KWI","IAD",
3115.00,"YYC","MSP",
3115.00,"DUS","ORD",
3115.00,"YYZ","JFK",
3115.00,"HNL","AKL",
3116.00,"LAS","MAN",
3116.00,"YYZ","RDU",
3116.00,"SFO","YVR",
3116.00,"LGA","NAS",
3117.00,"RDU","YYZ",
3117.00,"IAH","POS",
3117.00,"MBJ","ATL",
3117.00,"MXP","JFK",
3117.00,"JFK","ARN",
3117.00,"MEX","SNA",
3117.00,"LIS","PHL",
3117.00,"MCO","DUB",
3118.00,"SLP","DFW",
3118.00,"BOG","JFK",
3118.00,"CCS","IAH",
3118.00,"CDG","LAX",
3119.00,"JFK","VKO",
3119.00,"YXE","MSP",
3119.00,"SJU","PUJ",
3119.00,"JFK","ARN",
3119.00,"YYZ","ORD",
3119.00,"DFW","SJD",
3120.00,"YHZ","EWR",
3120.00,"JED","IAD",
3120.00,"HNL","YVR",
3121.00,"JFK","MEX",
3121.00,"SAL","LAX",
3121.00,"PHX","YEG",
3121.00,"IAH","CCS",
3121.00,"ORD","NRT",
3122.00,"EWR","PLS",
3122.00,"IAH","MEX",
3122.00,"ORD","YYC",
3122.00,"BOS","PTY",
3122.00,"JFK","AGP",
3122.00,"GLA","MCO",
3123.00,"PHX","MZT",
3123.00,"BJX","LAX",
3123.00,"ORD","MBJ",
3123.00,"TPE","HNL",
3124.00,"DUB","MCO",
3124.00,"YOW","PHL",
3124.00,"EWR","YQB",
3124.00,"PHL","YQB",
3124.00,"CUR","MIA",
3125.00,"CLE","YYZ",
3125.00,"YVR","SFO",
3125.00,"MIA","BSB",
3125.00,"YVR","SNA",
3126.00,"ATL","SAP",
3126.00,"ANU","JFK",
3126.00,"NRT","SJC",
3126.00,"FLL","FRA",
3127.00,"MGA","ATL",
3127.00,"JFK","ORY",
3127.00,"FLL","BOG",
3128.00,"IAD","MEX",
3129.00,"BOM","EWR",
3129.00,"CLT","MEX",
3129.00,"AKL","HNL",
3129.00,"FRA","PHL",
3130.00,"ORD","YYC",
3130.00,"JFK","BOG",
3130.00,"AMM","JFK",
3131.00,"MEX","JFK",
3131.00,"MEX","IAD",
3131.00,"ORD","YEG",
3132.00,"RUH","JFK",
3132.00,"LAX","CUN",
3132.00,"YUL","EWR",
3132.00,"HND","SEA",
3133.00,"KIN","FLL",
3133.00,"YYC","SLC",
3133.00,"YWG","MSP",
3133.00,"LHR","RDU",
3133.00,"YXE","MSP",
3135.00,"DTW","YOW",
3135.00,"MIA","CLO",
3135.00,"EWR","BOM",
3135.00,"DUS","RSW",
3136.00,"LAX","CDG",
3137.00,"CUN","SFO",
3138.00,"JFK","YYC",
3138.00,"GIG","CLT",
3138.00,"LAS","YVR",
3138.00,"PEK","ORD",
3138.00,"SJD","DFW",
3139.00,"CLT","GIG",
3139.00,"SFO","PVR",
3139.00,"DUB","MCO",
3139.00,"MEX","SNA",
3139.00,"GDL","SMF",
3140.00,"DEN","CUN",
3140.00,"BCN","EWR",
3140.00,"BDA","MIA",
3140.00,"HNL","BNE",
3140.00,"BAQ","MIA",
3141.00,"JFK","YUL",
3141.00,"YYC","PHX",
3141.00,"GDL","SFO",
3141.00,"LAS","LGW",
3142.00,"DTW","MNL",
3142.00,"JFK","YYZ",
3142.00,"SJD","SFO",
3142.00,"EWR","ARN",
3142.00,"YOW","ORD",
3143.00,"SLC","YVR",
3144.00,"ORY","JFK",
3144.00,"YVR","EWR",
3144.00,"PHL","PLS",
3144.00,"SFB","MAN",
3145.00,"RUH","IAD",
3146.00,"MDW","YTZ",
3146.00,"SAP","IAH",
3146.00,"TPE","HNL",
3146.00,"IAH","MEX",
3146.00,"JFK","BDA",
3147.00,"SJD","DFW",
3147.00,"JFK","YUL",
3147.00,"AMS","IAD",
3148.00,"PHL","BDA",
3148.00,"EWR","OSL",
3148.00,"GDL","SMF",
3149.00,"LAX","VKO",
3149.00,"YYZ","SAN",
3149.00,"RUH","JFK",
3149.00,"ICN","LAS",
3150.00,"HND","SEA",
3150.00,"YYC","LAS",
3150.00,"FRA","PHL",
3150.00,"MCO","YOW",
3150.00,"YEG","DFW",
3151.00,"TGU","MIA",
3151.00,"EWR","YVR",
3151.00,"ORD","MEX",
3151.00,"YUL","LGA",
3151.00,"MIA","BAQ",
3152.00,"YYC","LAS",
3152.00,"FCO","PHL",
3152.00,"ORD","AMM",
3153.00,"GIG","CLT",
3153.00,"EWR","BOG",
3153.00,"EWR","YYT",
3153.00,"TGU","ATL",
3153.00,"YQB","JFK",
3153.00,"SAL","MIA",
3153.00,"DEN","YYZ",
3154.00,"JFK","ACC",
3154.00,"NGO","GUM",
3154.00,"PHL","BDA",
3154.00,"GDL","ORD",
3155.00,"GDL","ORD",
3155.00,"SAN","SJD",
3155.00,"DEN","YYC",
3156.00,"YYC","OGG",
3156.00,"HNL","YVR",
3156.00,"DTW","YOW",
3157.00,"BDA","JFK",
3157.00,"MDW","GDL",
3158.00,"SAN","MEX",
3158.00,"PAP","FLL",
3158.00,"MSP","PVR",
3158.00,"MDW","GDL",
3159.00,"MBJ","IAH",
3159.00,"EWR","SDQ",
3159.00,"GDL","SMF",
3160.00,"DTW","MEX",
3160.00,"PEK","DTW",
3160.00,"DTW","MEX",
3160.00,"IAD","PEK",
3160.00,"ATL","CZM",
3160.00,"DTW","FRA",
3161.00,"BHX","EWR",
3161.00,"MAN","CLT",
3162.00,"EWR","BCN",
3162.00,"POS","FLL",
3162.00,"ORD","CDG",
3163.00,"GUA","LAX",
3163.00,"BOG","EWR",
3163.00,"DEN","YYZ",
3163.00,"STL","CUN",
3164.00,"IAH","SIN",
3164.00,"BOG","EWR",
3164.00,"PHL","AMS",
3164.00,"MTY","IAH",
3165.00,"SNN","EWR",
3165.00,"EWR","SNN",
3165.00,"TGU","MIA",
3166.00,"ATL","SAL",
3166.00,"UIO","IAH",
3166.00,"YVR","MSP",
3167.00,"PHX","GDL",
3167.00,"SDQ","BOS",
3167.00,"MGA","MIA",
3167.00,"SXM","PHL",
3167.00,"PHX","GDL",
3168.00,"GRU","CLT",
3168.00,"YYZ","DCA",
3168.00,"MAO","MIA",
3168.00,"MID","IAH",
3168.00,"PIT","CDG",
3169.00,"MIA","SDQ",
3169.00,"JFK","JED",
3169.00,"DTW","YOW",
3169.00,"SFO","PVR",
3170.00,"GDL","SFO",
3170.00,"CUN","DEN",
3170.00,"LAX","SJD",
3171.00,"SAT","MEX",
3171.00,"ICN","DFW",
3172.00,"RSW","DUS",
3172.00,"ATL","SAP",
3172.00,"AMD","EWR",
3172.00,"IAH","SIN",
3173.00,"GVA","IAD",
3174.00,"YYZ","EWR",
3175.00,"JFK","ARN",
3175.00,"SAN","YYZ",
3175.00,"SJD","DFW",
3175.00,"POA","MIA",
3176.00,"MIA","SDQ",
3176.00,"ORY","EWR",
3176.00,"CUN","MKE",
3176.00,"LHR","BOS",
3176.00,"DEN","YYC",
3176.00,"JFK","YYZ",
3176.00,"RUH","JFK",
3176.00,"MIA","BDA",
3177.00,"YLW","SEA",
3177.00,"DUS","ATL",
3177.00,"SXM","JFK",
3178.00,"SNA","MEX",
3178.00,"FLL","BOG",
3178.00,"EWR","HAM",
3178.00,"MEX","CLT",
3178.00,"MTY","IAH",
3178.00,"YYT","EWR",
3179.00,"PTY","BOS",
3179.00,"PAP","JFK",
3179.00,"CPH","IAD",
3179.00,"IAH","GDL",
3179.00,"EWR","YOW",
3180.00,"LAS","LGW",
3181.00,"FLL","MDE",
3181.00,"STR","ATL",
3181.00,"MUC","LAX",
3182.00,"UIO","ATL",
3182.00,"EWR","ORY",
3182.00,"YUL","JFK",
3182.00,"LAX","SAL",
3182.00,"IAD","JED",
3182.00,"GUM","MNL",
3182.00,"DTW","CDG",
3182.00,"SFO","GDL",
3183.00,"MIA","SAL",
3183.00,"SDQ","MCO",
3184.00,"MEX","JFK",
3184.00,"OSL","OAK",
3185.00,"SDQ","MIA",
3185.00,"NAS","EWR",
3185.00,"PUJ","IAD",
3186.00,"MAN","IAD",
3186.00,"ATL","CCS",
3186.00,"JFK","YYZ",
3186.00,"HNL","TPE",
3186.00,"LAX","SIN",
3186.00,"HNL","AKL",
3187.00,"MIA","FPO",
3188.00,"FLL","PAP",
3188.00,"YYZ","IAD",
3188.00,"LAX","ARN",
3189.00,"JFK","BOG",
3190.00,"SFO","HKG",
3190.00,"PHL","LHR",
3191.00,"RUH","JFK",
3192.00,"DCA","YYZ",
3194.00,"DFW","MBJ",
3194.00,"SEA","NRT",
3194.00,"YYZ","JFK",
3195.00,"FLL","KIN",
3196.00,"CUN","DEN",
3196.00,"SLC","YYC",
3197.00,"BFS","EWR",
3197.00,"NAS","LGA",
3197.00,"GDL","ONT",
3198.00,"DFW","YEG",
3199.00,"LGA","YHZ",
3199.00,"SFO","CUN",
3200.00,"ONT","GDL",
3200.00,"MIA","FPO",
3201.00,"SJO","FLL",
3201.00,"SJC","GDL",
3201.00,"YVR","HNL",
3201.00,"ORD","GDL",
3202.00,"YYZ","MCO",
3202.00,"BWI","NAS",
3203.00,"EWR","YYZ",
3203.00,"MCO","MBJ",
3203.00,"IAH","CCS",
3203.00,"SEA","YYC",
3203.00,"IAH","SAP",
3203.00,"AMS","ORD",
3204.00,"PVR","LAX",
3204.00,"JFK","BOG",
3205.00,"SJD","SLC",
3205.00,"GLA","MCO",
3205.00,"DFW","SAL",
3205.00,"SYD","JFK",
3205.00,"JFK","GEO",
3206.00,"DEN","CUN",
3206.00,"PUJ","SJU",
3206.00,"DFW","SJD",
3206.00,"IAD","YUL",
3206.00,"BOG","JFK",
3207.00,"SXM","EWR",
3207.00,"AMM","ORD",
3207.00,"MEX","SNA",
3207.00,"MAD","ORD",
3207.00,"LAS","MAN",
3208.00,"SJD","SFO",
3208.00,"SJD","DEN",
3208.00,"YYC","ORD",
3208.00,"IAD","RUH",
3209.00,"BDA","JFK",
3209.00,"SJU","EIS",
3209.00,"DOH","ORD",
3209.00,"FRA","FLL",
3209.00,"DFW","NAS",
3210.00,"SJD","SAN",
3210.00,"FLL","BOG",
3210.00,"JFK","BDA",
3210.00,"JFK","MAD",
3210.00,"YUL","DTW",
3210.00,"MBJ","FLL",
3210.00,"MSP","YXE",
3211.00,"YEG","PSP",
3211.00,"MSP","YXE",
3212.00,"PHL","FCO",
3212.00,"PEK","SEA",
3212.00,"SFO","NRT",
3212.00,"CLT","SJO",
3213.00,"YVR","PDX",
3213.00,"SNA","YVR",
3214.00,"SIN","IAH",
3214.00,"YYC","LAS",
3214.00,"MIA","CWB",
3214.00,"SJD","SFO",
3214.00,"HNL","NRT",
3215.00,"YOW","DTW",
3217.00,"IAH","YYZ",
3217.00,"PEK","ORD",
3217.00,"LIS","EWR",
3217.00,"BNE","HNL",
3218.00,"DCA","YYZ",
3218.00,"BOG","EWR",
3218.00,"CDG","ORD",
3219.00,"YUL","EWR",
3219.00,"DTW","MEX",
3219.00,"DEN","SJD",
3220.00,"BRU","PHL",
3221.00,"POS","IAH",
3221.00,"MCO","YUL",
3221.00,"YVR","KOA",
3222.00,"YVR","SFO",
3222.00,"SAN","SJD",
3222.00,"FPO","MIA",
3222.00,"JED","IAD",
3222.00,"PLS","ATL",
3222.00,"YYC","ORD",
3222.00,"ATL","SAL",
3222.00,"LIR","ORD",
3222.00,"PHL","BDA",
3223.00,"MIA","BAQ",
3223.00,"MSP","YWG",
3223.00,"CUN","DEN",
3223.00,"YYZ","ORD",
3224.00,"MAO","MIA",
3224.00,"ATL","MGA",
3224.00,"BOG","FLL",
3226.00,"MIA","GND",
3226.00,"STI","BOS",
3227.00,"ONT","GDL",
3227.00,"SFO","HND",
3227.00,"YVR","EWR",
3228.00,"DUB","MCO",
3228.00,"SJD","SFO",
3228.00,"YUL","JFK",
3228.00,"LAS","MEX",
3228.00,"ATL","BZE",
3230.00,"ATL","UIO",
3230.00,"POP","JFK",
3230.00,"PTY","BOS",
3230.00,"FCO","IAD",
3230.00,"ANU","JFK",
3231.00,"FLL","MDE",
3231.00,"PUJ","ORD",
3231.00,"PHL","ZRH",
3231.00,"LAX","LIM",
3231.00,"YYZ","ORD",
3232.00,"HNL","TPE",
3232.00,"ORY","EWR",
3233.00,"LAX","MEL",
3233.00,"TLV","LAX",
3233.00,"JFK","PAP",
3234.00,"MGA","ATL",
3235.00,"FLL","FRA",
3235.00,"YVR","EWR",
3235.00,"SDQ","FLL",
3235.00,"JFK","YYZ",
3235.00,"BOG","JFK",
3237.00,"IAD","CUN",
3237.00,"CDG","DFW",
3238.00,"GDL","SMF",
3238.00,"SFO","SJD",
3238.00,"MEX","IAD",
3238.00,"EWR","PTY",
3239.00,"YYZ","EWR",
3239.00,"CUN","BOS",
3240.00,"SNA","MEX",
3240.00,"SEA","PEK",
3240.00,"FLL","BOG",
3241.00,"AMS","EWR",
3241.00,"ATL","SDQ",
3241.00,"BAQ","MIA",
3242.00,"SFO","SJD",
3242.00,"MIA","LIM",
3243.00,"JFK","SYD",
3243.00,"MBJ","DFW",
3243.00,"YYZ","BWI",
3243.00,"LAX","YYZ",
3243.00,"BSB","MIA",
3244.00,"BOG","ATL",
3245.00,"MAN","LAS",
3246.00,"FLL","MBJ",
3246.00,"SAN","YYZ",
3246.00,"YOW","MCO",
3246.00,"CPH","FLL",
3247.00,"EDI","ORD",
3247.00,"LAX","TLV",
3248.00,"ZRH","JFK",
3248.00,"ORD","PEK",
3249.00,"LGW","LAS",
3249.00,"IAH","GDL",
3249.00,"MIA","MAR",
3249.00,"PHL","BRU",
3249.00,"TPE","GUM",
3249.00,"LIR","JFK",
3250.00,"BCN","JFK",
3250.00,"TXL","EWR",
3250.00,"DFW","CZM",
3251.00,"PHL","DUB",
3251.00,"FLL","MDE",
3252.00,"ORD","MEX",
3252.00,"CLE","YYZ",
3252.00,"YUL","MSP",
3252.00,"JFK","UVF",
3252.00,"GDL","LAX",
3253.00,"YYZ","JFK",
3253.00,"MAN","LAS",
3254.00,"ORD","YEG",
3254.00,"GND","MIA",
3255.00,"SJO","CLT",
3255.00,"KEF","DEN",
3255.00,"YYC","PHX",
3255.00,"CUN","FLL",
3256.00,"JFK","YUL",
3256.00,"HNL","MEL",
3256.00,"YVR","EWR",
3257.00,"IAH","UIO",
3258.00,"GDL","ORD",
3259.00,"YVR","PDX",
3260.00,"NAS","CLT",
3260.00,"EWR","BRU",
3260.00,"CDG","PIT",
3261.00,"LAX","MZT",
3261.00,"EWR","ORY",
3262.00,"SFO","CDG",
3262.00,"MIA","BSB",
3262.00,"ATL","MGA",
3262.00,"MEX","SAT",
3263.00,"GCM","JFK",
3263.00,"JFK","YVR",
3263.00,"MAR","MIA",
3263.00,"GDL","SJC",
3263.00,"ATL","YUL",
3264.00,"ORD","PTY",
3264.00,"LAX","MEX",
3264.00,"IAH","MEX",
3264.00,"SJC","SJD",
3264.00,"MCO","MEX",
3265.00,"CZM","ATL",
3265.00,"EWR","LIS",
3265.00,"KEF","IAD",
3265.00,"MDE","FLL",
3265.00,"LIM","MIA",
3265.00,"BJX","LAX",
3265.00,"IAH","MGA",
3266.00,"JFK","BCN",
3266.00,"IAD","YOW",
3266.00,"MAD","LAX",
3266.00,"JFK","GCM",
3266.00,"PIT","CDG",
3266.00,"RDU","YYZ",
3267.00,"AMD","EWR",
3267.00,"BOG","ATL",
3267.00,"BRU","IAD",
3267.00,"CPH","LAX",
3267.00,"SDQ","MCO",
3268.00,"ICN","LAS",
3268.00,"PUJ","BWI",
3268.00,"FLL","LIM",
3268.00,"YYZ","LAX",
3269.00,"BOG","MCO",
3269.00,"PEK","SEA",
3269.00,"YVR","IAD",
3269.00,"YOW","DTW",
3270.00,"ORD","YYC",
3270.00,"SLC","YYC",
3270.00,"JFK","GEO",
3270.00,"SDQ","MIA",
3270.00,"MCO","BOG",
3270.00,"CTG","MIA",
3270.00,"IAD","BRU",
3271.00,"BOM","EWR",
3271.00,"DTW","YUL",
3271.00,"DFW","MEX",
3272.00,"YHZ","EWR",
3272.00,"MIA","POS",
3273.00,"ICN","SFO",
3274.00,"MCO","GLA",
3275.00,"DFW","SJO",
3275.00,"KIN","FLL",
3275.00,"MEL","HNL",
3275.00,"SXM","EWR",
3276.00,"ATL","CZM",
3276.00,"BOS","YUL",
3277.00,"ANC","YVR",
3277.00,"FLL","POS",
3277.00,"JNB","IAD",
3277.00,"LAS","YYC",
3279.00,"YOW","IAD",
3279.00,"ORD","PVR",
3280.00,"YYZ","PHX",
3280.00,"MIA","SDQ",
3280.00,"YYC","DEN",
3281.00,"CLE","YYZ",
3281.00,"BOG","ATL",
3281.00,"YYZ","JFK",
3282.00,"MIA","REC",
3282.00,"SEA","YLW",
3282.00,"YYC","DEN",
3282.00,"YYC","DEN",
3282.00,"MBJ","FLL",
3283.00,"DEN","PVR",
3283.00,"IAD","MEX",
3284.00,"ATL","UIO",
3284.00,"IAD","JNB",
3284.00,"YYZ","ORD",
3285.00,"ATL","SJD",
3285.00,"YEG","IAH",
3285.00,"PHL","BRU",
3286.00,"MIA","BLA",
3286.00,"DFW","SJD",
3286.00,"YUL","JFK",
3286.00,"JFK","UVF",
3286.00,"YYC","LAS",
3287.00,"MIA","SAL",
3287.00,"MBJ","JFK",
3288.00,"HNL","SYD",
3288.00,"JFK","YUL",
3289.00,"YYC","JFK",
3289.00,"JFK","PAP",
3289.00,"MNL","HNL",
3289.00,"BOS","CDG",
3290.00,"MEX","DTW",
3290.00,"MIA","MDE",
3290.00,"YOW","MCO",
3291.00,"RSW","DUS",
3291.00,"IAD","CDG",
3292.00,"EWR","OPO",
3292.00,"ATL","BZE",
3292.00,"MIA","REC",
3292.00,"HNL","TPE",
3293.00,"ARN","EWR",
3293.00,"LIS","MIA",
3294.00,"BSB","MIA",
3294.00,"YEG","SEA",
3294.00,"EWR","BOG",
3294.00,"MSP","YVR",
3294.00,"BOS","SDQ",
3295.00,"ONT","GDL",
3295.00,"DEN","YYC",
3295.00,"CUN","MKE",
3295.00,"GRU","IAD",
3295.00,"JFK","MEX",
3295.00,"ICN","HNL",
3296.00,"LAX","SIN",
3296.00,"JFK","FRA",
3296.00,"YYZ","SAN",
3297.00,"BOG","EWR",
3297.00,"YEG","ORD",
3297.00,"JFK","ARN",
3297.00,"YYZ","MCO",
3299.00,"CUN","FLL",
3299.00,"PPG","FGI",
3299.00,"MEX","SAT",
3299.00,"BWI","PUJ",
3299.00,"MAD","EWR",
3299.00,"GYE","JFK",
3299.00,"PTY","BOS",
3300.00,"YYT","EWR",
3300.00,"MID","IAH",
3300.00,"ATL","MBJ",
3301.00,"JFK","BDA",
3302.00,"EWR","GLA",
3302.00,"FLL","MBJ",
3302.00,"YVR","ANC",
3303.00,"MCO","BOG",
3304.00,"FPO","MIA",
3304.00,"MIA","TGU",
3304.00,"YYC","MSP",
3304.00,"YYZ","MIA",
3305.00,"BDA","JFK",
3305.00,"SLP","DFW",
3305.00,"RSW","DUS",
3305.00,"MAO","MIA",
3306.00,"GVA","EWR",
3306.00,"MCO","GLA",
3306.00,"ORD","PEK",
3306.00,"ARN","LAX",
3307.00,"SIN","JFK",
3308.00,"MEX","SAT",
3308.00,"YYZ","CLE",
3308.00,"BDA","EWR",
3309.00,"JED","JFK",
3309.00,"YOW","FLL",
3309.00,"ZRH","JFK",
3309.00,"YYC","SLC",
3309.00,"YHZ","PHL",
3310.00,"BOG","JFK",
3310.00,"JFK","SXM",
3310.00,"FLL","MDE",
3310.00,"SAN","YYC",
3311.00,"FAT","GDL",
3311.00,"DOH","MIA",
3311.00,"YYZ","SRQ",
3312.00,"ARN","JFK",
3312.00,"YYZ","BWI",
3312.00,"DFW","GUA",
3312.00,"RUH","IAD",
3312.00,"ORD","CUN",
3313.00,"ANC","FRA",
3313.00,"FAT","GDL",
3313.00,"SIN","JFK",
3313.00,"YEG","DFW",
3314.00,"IAD","SVO",
3314.00,"DEN","YEG",
3314.00,"GLA","PHL",
3314.00,"FUK","GUM",
3314.00,"JFK","YQB",
3315.00,"PEK","BOS",
3315.00,"GUM","NRT",
3315.00,"YUL","DFW",
3315.00,"LAX","MLM",
3316.00,"MGA","MIA",
3316.00,"JFK","ORY",
3316.00,"KIN","JFK",
3316.00,"RDU","LHR",
3317.00,"EWR","SJD",
3317.00,"FLL","BOG",
3318.00,"IAH","YEG",
3318.00,"SFO","SJD",
3319.00,"STI","MIA",
3319.00,"MEX","ORD",
3320.00,"LGA","YHZ",
3320.00,"PHX","GDL",
3321.00,"STI","EWR",
3321.00,"CLO","MIA",
3321.00,"YUL","FLL",
3321.00,"YVR","PDX",
3321.00,"IAH","UIO",
3321.00,"EWR","BCN",
3321.00,"MIA","POS",
3322.00,"MIA","CUR",
3322.00,"NRT","GUM",
3322.00,"HNL","PVG",
3322.00,"LIR","DFW",
3322.00,"MCO","YUL",
3322.00,"LHR","AUS",
3323.00,"YYC","DEN",
3323.00,"DFW","BJX",
3324.00,"PAP","JFK",
3324.00,"MIA","CLO",
3324.00,"EWR","BOG",
3324.00,"HNL","MNL",
3324.00,"MBJ","JFK",
3324.00,"ATL","DUB",
3325.00,"UIO","IAH",
3325.00,"YYZ","RDU",
3325.00,"EWR","ARN",
3325.00,"IAH","MEX",
3325.00,"ATL","BOG",
3326.00,"FPO","MIA",
3326.00,"IAD","CUN",
3326.00,"SEA","PEK",
3327.00,"MIA","FPO",
3327.00,"OGG","YYC",
3327.00,"MIA","GND",
3328.00,"PHL","BRU",
3328.00,"PHL","AUA",
3328.00,"MSP","YXE",
3328.00,"YEG","MSP",
3328.00,"FLL","PUJ",
3328.00,"GDL","LAX",
3328.00,"NGO","DTW",
3329.00,"SNA","YVR",
3329.00,"MSP","YEG",
3329.00,"ONT","GDL",
3329.00,"AMM","JFK",
3330.00,"PUJ","SJU",
3330.00,"LGW","LAS",
3330.00,"IAD","DUB",
3331.00,"CUN","BWI",
3331.00,"EWR","YUL",
3332.00,"SJU","PUJ",
3332.00,"DFW","FRA",
3332.00,"JFK","MXP",
3332.00,"FLL","PAP",
3332.00,"SJO","JFK",
3332.00,"LAX","SJD",
3332.00,"GLA","EWR",
3332.00,"MEX","IAH",
3333.00,"SAP","ATL",
3333.00,"ANU","MIA",
3333.00,"IAD","JED",
3333.00,"ORD","PTY",
3333.00,"BDA","MIA",
3334.00,"ARN","JFK",
3335.00,"DEN","YYC",
3335.00,"HKG","SFO",
3336.00,"YYZ","PHX",
3336.00,"JFK","BDA",
3336.00,"DTW","MEX",
3337.00,"EWR","BOM",
3338.00,"PVR","SFO",
3338.00,"HNL","SYD",
3338.00,"JFK","MBJ",
3339.00,"FLL","MBJ",
3339.00,"QRO","IAH",
3339.00,"LAX","SCL",
3340.00,"MSP","YVR",
3340.00,"WAW","ORD",
3340.00,"POS","FLL",
3341.00,"MNL","HNL",
3341.00,"ORD","GDL",
3341.00,"BOG","EWR",
3341.00,"YVR","ORD",
3342.00,"MEX","SNA",
3343.00,"SRQ","YYZ",
3343.00,"EWR","YYT",
3343.00,"SLC","SJD",
3343.00,"BWI","PUJ",
3343.00,"YVR","SNA",
3345.00,"ACC","JFK",
3345.00,"YTZ","IAD",
3345.00,"AMS","EWR",
3345.00,"MIA","MAR",
3345.00,"PUJ","SJU",
3346.00,"MGA","MIA",
3346.00,"YYC","OGG",
3346.00,"DEN","SJD",
3347.00,"AUS","LHR",
3347.00,"DFW","SLP",
3347.00,"YYZ","RSW",
3347.00,"NGO","GUM",
3347.00,"YTZ","MDW",
3348.00,"JFK","SXM",
3348.00,"ATL","SAP",
3348.00,"LAS","YVR",
3349.00,"DFW","YUL",
3349.00,"YUL","EWR",
3349.00,"ATL","GCM",
3349.00,"BWI","YYZ",
3350.00,"YVR","HNL",
3350.00,"ATL","PLS",
3350.00,"MZT","LAX",
3350.00,"GDL","SJC",
3350.00,"ZRH","PHL",
3351.00,"AUA","JFK",
3351.00,"DEN","CUN",
3351.00,"EWR","BOM",
3351.00,"OGG","YYC",
3351.00,"GVA","EWR",
3352.00,"GLA","MCO",
3352.00,"MSP","YWG",
3353.00,"YUL","EWR",
3353.00,"ORD","CDG",
3353.00,"TLV","LAX",
3354.00,"DEN","YYZ",
3354.00,"CDG","SEA",
3355.00,"IAD","MEX",
3355.00,"SAL","MIA",
3355.00,"MIA","LIR",
3355.00,"MIA","MAO",
3356.00,"SXM","PHL",
3358.00,"MIA","MAO",
3359.00,"MSP","YXE",
3359.00,"HAV","MIA",
3359.00,"ATL","DUS",
3359.00,"EWR","YVR",
3359.00,"CLT","GRU",
3359.00,"EWR","BHX",
3360.00,"YYC","LAS",
3360.00,"BRU","ORD",
3361.00,"CNF","MIA",
3361.00,"YUL","EWR",
3361.00,"ATL","MGA",
3362.00,"SAP","ATL",
3362.00,"ORD","YYZ",
3363.00,"IAH","QRO",
3363.00,"POS","IAH",
3364.00,"MSP","YYC",
3364.00,"BRU","JFK",
3364.00,"MCO","BOG",
3364.00,"JFK","LGW",
3365.00,"JFK","ZRH",
3365.00,"MCO","DUB",
3365.00,"EWR","PLS",
3366.00,"PHL","YOW",
3367.00,"BOG","FLL",
3367.00,"YYZ","LAX",
3367.00,"FLL","MBJ",
3367.00,"ZRH","JFK",
3367.00,"SXM","ATL",
3368.00,"ORD","MEX",
3368.00,"JFK","SAL",
3368.00,"MEX","ORD",
3368.00,"ATL","KIN",
3368.00,"FLL","LIM",
3369.00,"MIA","CLO",
3369.00,"ACC","JFK",
3369.00,"PDX","YVR",
3370.00,"MCO","BOG",
3370.00,"YYZ","ORD",
3370.00,"MIA","ANU",
3370.00,"LAX","ARN",
3371.00,"MEX","SNA",
3371.00,"MIA","CUR",
3371.00,"POP","JFK",
3371.00,"PHL","CDG",
3372.00,"DUB","MCO",
3372.00,"EWR","BOG",
3374.00,"MDW","GDL",
3374.00,"YEG","MSP",
3374.00,"BLA","MIA",
3374.00,"VIE","IAD",
3374.00,"BZE","ATL",
3375.00,"JFK","POP",
3376.00,"MEX","SAT",
3376.00,"IAD","MAN",
3376.00,"HNL","MNL",
3376.00,"SJD","SNA",
3376.00,"BOM","EWR",
3376.00,"PLS","PHL",
3376.00,"PHL","PUJ",
3377.00,"UIO","IAH",
3377.00,"HND","SEA",
3378.00,"YVR","MSP",
3380.00,"IAD","YUL",
3380.00,"ORD","PUJ",
3380.00,"MEX","ORD",
3380.00,"SYD","HNL",
3381.00,"MEX","ORD",
3381.00,"MIA","MDE",
3381.00,"NAS","EWR",
3381.00,"MAN","LAS",
3382.00,"GUM","TPE",
3382.00,"MBJ","EWR",
3382.00,"MDE","FLL",
3383.00,"GUA","DFW",
3383.00,"JFK","SAL",
3383.00,"FLL","MBJ",
3383.00,"GYE","JFK",
3383.00,"LAX","MEX",
3384.00,"SEA","SJD",
3384.00,"ZRH","PHL",
3384.00,"IAH","YEG",
3384.00,"MEX","MCO",
3384.00,"ATL","MBJ",
3385.00,"CDG","EWR",
3385.00,"SEA","FRA",
3385.00,"MCO","SDQ",
3385.00,"LAS","YYC",
3385.00,"FLL","BOG",
3385.00,"BNE","HNL",
3386.00,"DEN","YUL",
3386.00,"JFK","SXM",
3386.00,"IAH","PVR",
3386.00,"GDL","MDW",
3387.00,"SIN","LAX",
3387.00,"IAH","MID",
3387.00,"JFK","YYZ",
3388.00,"EWR","YUL",
3388.00,"DTW","NGO",
3388.00,"YUL","ORD",
3388.00,"ORD","NRT",
3388.00,"BSB","MIA",
